id,prediction,groundtruth,similarity,label
654357382407938049,19,8,0.9990973472595215,1
654359215616708608,19,5,0.9998307824134827,1
654359297019772932,19,13,0.9998224973678589,1
654369799435386881,19,12,0.9991587400436401,1
654370473803968514,5,6,0.9999966621398926,1
654370493349236736,8,2,-7.299529534066096e-05,1
654372279615401984,16,14,0.9999911785125732,1
654373704118468609,19,5,0.9993374347686768,1
654376426120982528,19,14,0.9992687106132507,1
654376511227564032,19,0,-0.0007149978773668408,1
654381904024616960,19,3,-0.0014805298997089267,1
654382672735809538,16,0,-0.00010963983368128538,1
654383863951720448,19,11,0.9990511536598206,1
654386343762657281,5,0,2.5341991204186343e-05,1
654386491850887172,8,3,-6.150947592686862e-05,1
654386568879321088,16,10,0.9999964833259583,1
654387431148490752,19,1,-0.000657225085888058,1
654388873401774080,5,15,0.9999880194664001,1
654389176951943168,19,10,0.9998254179954529,1
654392911149301760,19,3,-0.00019043685460928828,1
654394600086458368,19,14,0.9991858601570129,1
654396510742835200,5,2,-0.0003371552156750113,1
654398864552820737,19,6,0.9993075728416443,1
654399325246656512,19,1,-0.0007746772025711834,1
654400417141497856,11,0,-4.8303369112545624e-05,1
654400740631384064,19,0,-0.000398474745452404,1
654401644168380416,19,1,-0.0007052806904539466,1
654403221994106884,19,5,0.9989489316940308,1
654403316273823744,19,0,-0.0005914958310313523,1
654405620024655877,19,0,-0.00011770600394811481,1
654407029365284867,19,2,-0.00038106366991996765,1
654407665423122436,19,1,-0.0008453055052086711,1
654409907849052164,5,1,-0.00040975198498927057,1
654411800587452416,5,14,0.999991774559021,1
654412860508999680,19,13,0.9994795322418213,1
654413196686561280,19,2,-0.0004642740823328495,1
654420069359992832,8,2,-2.1251871658023447e-05,1
654420609561063424,19,1,-0.0008972093346528709,1
654422602132398080,19,0,-0.0005363334203138947,1
654422992588374016,19,5,0.9991377592086792,1
654423393429815296,19,4,-0.0015416006790474057,1
654425645766832129,19,2,-0.00023526181757915765,1
654431961298022400,19,2,-0.00045863838749937713,1
654432703459270657,5,5,0.9999978542327881,1
654435706656436224,19,1,-0.00034107425017282367,1
654436060521336832,16,8,0.9999942779541016,1
654439665533980672,19,19,0.9992541074752808,1
654439968358531072,14,7,0.9990343451499939,1
654440120653733889,19,0,-0.0005892324261367321,1
654442111325106177,19,0,-0.0003153473371639848,1
654442865154740224,19,2,-0.0002933100622612983,1
654443999743315969,19,0,-0.0004991034511476755,1
654445050013831168,19,1,-0.0008672579424455762,1
654445476520009728,5,9,0.9999967217445374,1
654448249806397440,19,13,0.9990527629852295,1
654448479071174656,5,19,0.999984860420227,1
654451290722856962,16,1,-0.00010730940994108096,1
654452856221622272,19,8,0.9993195533752441,1
654454799908274176,19,0,-0.00043425598414614797,1
654455839684558848,19,0,-0.0004120669618714601,1
654457439937515521,19,2,-0.0005055429064668715,1
654458202256506880,19,2,-0.0002633581461850554,1
654458441403011072,19,2,-0.0005542525905184448,1
654460872790773761,19,2,-0.00015232150326482952,1
654462655860736000,16,6,0.9999963045120239,1
654462762584829952,4,4,0.6895449757575989,1
654469931506008064,19,0,-0.00035335533902980387,1
654470278668550144,19,0,-0.0005577343399636447,1
654471932117680128,19,2,-0.0002817922504618764,1
654473871270121472,19,11,0.9998153448104858,1
654477327699722240,19,2,-0.0002267158415634185,1
654477784232919040,19,8,0.9993239641189575,1
654481082767802369,19,3,2.5764977181097493e-05,1
654481493000101888,19,16,0.9991952180862427,1
654481551313514496,8,0,0.00011186648771399632,1
654484305138335744,5,3,-6.488404324045405e-05,1
654488905996079105,19,0,9.392618085257709e-05,1
654490008531914753,19,19,0.999127209186554,1
654491140608139264,8,0,-4.5049648178974167e-05,1
654491705362751488,5,0,-7.625178841408342e-05,1
654501160284323840,8,3,-0.00027424251311458647,1
654501372843266048,19,8,0.9989622831344604,1
654503527021084672,16,14,0.9999937415122986,1
654505491276500992,19,13,0.9990238547325134,1
654506445979824128,16,0,-5.356676410883665e-05,1
654508317029593088,19,14,0.9998456835746765,1
654523330486145024,19,16,0.9991964101791382,1
654524317208870913,19,15,0.9989248514175415,1
654524364050821121,16,2,-0.00017027700960170478,1
654524533710430209,19,15,0.9990409016609192,1
654524844915097601,19,2,-0.00024202076019719243,1
654525518499422208,16,2,-0.000280659063719213,1
654525753942536192,19,4,-0.0020911414176225662,1
654526829701767168,19,10,0.9998230338096619,1
654526890460479488,19,2,-0.00034605953260324895,1
654533038018330624,19,15,0.9992058277130127,1
654533226719920128,19,2,-0.00035019294591620564,1
654534601151393792,19,14,0.9998451471328735,1
654551274462027776,19,0,-7.242491119541228e-05,1
654556449436225536,16,2,-6.874336395412683e-05,1
654564067244244992,16,1,-7.697547698626295e-05,1
654609979752742912,19,8,0.9990130662918091,1
654613796439347200,16,2,8.514135697623715e-05,1
654614054846210048,19,3,-0.0005550027708522975,1
654614432169881600,19,4,-0.002164621138945222,1
654615553705930753,19,15,0.9991955757141113,1
654616974891307008,19,1,-0.0006318165687844157,1
654617841057026049,19,2,-0.00023864928516559303,1
654618591464042496,19,2,-0.0001784599880920723,1
654626176980373505,19,2,-0.0007058397168293595,1
654645002585378816,19,7,0.9998202323913574,1
654698773113761792,19,2,-0.00041250252979807556,1
654699867051167744,19,7,0.9990206360816956,1
654701845143678979,19,2,-0.0006404324085451663,1
654702165382926337,19,2,-0.0001092214515665546,1
654711819144052736,19,13,0.9989489316940308,1
654712391591038977,19,0,-3.912947795470245e-05,1
654713303105536000,16,6,0.9999963045120239,1
654715675424919554,19,8,0.9993160367012024,1
654716112718827520,19,10,0.9998331069946289,1
654716180477820928,16,0,-0.00015096910647116601,1
654716193945747456,19,8,0.9994887113571167,1
654717405357215744,19,2,-0.0005304878577589989,1
654718816488849408,19,2,-0.000663025479298085,1
654719111130279940,16,2,-3.309367093606852e-05,1
654719328793726976,19,3,-0.0007997271022759378,1
654720471406022656,16,14,0.9998038411140442,1
654723983003160578,19,0,-0.0004129189474042505,1
654727453055713280,19,2,-0.0003323644050396979,1
654727519417974785,19,2,-0.0006537872250191867,1
654727613928214534,19,1,-0.0009090524981729686,1
654732458475130880,16,12,0.9999949932098389,1
654733817706483712,5,0,-2.3942071493365802e-05,1
654735208445415424,19,1,-0.0005168140050955117,1
654737006732296193,16,9,0.9999940991401672,1
654738243909390337,19,16,0.9994537234306335,1
654738849772408833,16,2,-4.632248601410538e-05,1
654739939687464960,19,1,9.306627362093423e-06,1
654741872439529473,19,1,-0.0009888075292110443,1
654742118716456961,16,1,-5.831896487507038e-05,1
654742774600761344,13,4,-9.158579632639885e-05,1
654742840015126528,13,5,0.999997079372406,1
654748778725924864,9,0,-0.00031580188078805804,1
654749609277820928,19,0,-0.00044344994239509106,1
654750479574896640,19,16,0.999136209487915,1
654750673544699904,19,1,-0.00030221123597584665,1
654753326668476417,19,0,-0.00027158757438883185,1
654754062047449088,16,5,0.9999961853027344,1
654755428874588160,19,2,-0.0003984185168519616,1
654756311112941568,19,8,0.9998260736465454,1
654758864810672128,19,4,-0.0016528064152225852,1
654761586117111808,19,3,0.00034133403096348047,1
654763402196221952,19,16,0.99903404712677,1
654763852236623874,19,0,-0.0004943670937791467,1
654766298589626372,19,7,0.9990459084510803,1
654767118789947392,4,4,0.7251237630844116,1
654767972314013696,19,5,0.9998316168785095,1
654776023796461568,19,1,-0.0003438470885157585,1
654777304623673344,19,1,-0.0007009653490968049,1
654778049548783616,16,5,0.9991411566734314,1
654779887664824321,19,13,0.9990619421005249,1
654781825332613124,19,7,0.9990575313568115,1
654782662385602560,19,0,-0.0002506395394448191,1
654785569550024704,19,14,0.9995138049125671,1
654791379759923205,19,3,-3.608656697906554e-05,1
654791930551795712,19,2,-0.0006600601482205093,1
654794430495330305,19,0,-0.00040190923027694225,1
654795223025872896,19,0,-0.000694804941304028,1
654795354227916800,19,4,-0.0014434471959248185,1
654804439329476608,19,10,0.9998212456703186,1
654807011830296576,19,0,-0.0002650227106641978,1
654807352260976640,19,0,-0.00033742867526598275,1
654807799528992768,16,3,-0.00021986417414154857,1
654808278132592640,19,0,-5.21405745530501e-05,1
654813718774071296,13,0,0.00015502616588491946,1
654814212112302080,19,0,-0.00014490706962533295,1
654814345654743040,16,0,1.3886024134990294e-05,1
654815583716806657,19,5,0.9995009303092957,1
654817584747909120,19,14,0.9991843700408936,1
654823039763402752,19,0,-0.00040813826490193605,1
654824090516066305,19,9,0.9993444681167603,1
654824316853448704,19,5,0.9993372559547424,1
654824376077033472,19,2,-0.0003720513777807355,1
654825181496512512,19,0,-0.000642850121948868,1
654825515707191296,7,4,0.00015144856297411025,1
654825731956957184,19,9,0.9991544485092163,1
654826099101274113,19,5,0.9989680051803589,1
654826853060988928,19,2,-0.00045991598744876683,1
654827185358766080,19,1,-0.0007880872581154108,1
654830033765310464,19,17,0.9988933801651001,1
654831265196064768,19,6,0.9994714260101318,1
654835342793510912,19,3,-4.637866004486568e-05,1
654836313531797504,16,13,0.9999932050704956,1
654837246999314433,19,2,-0.0005335423047654331,1
654837254741995520,14,3,-0.00033695960883051157,1
654837869127839745,11,16,0.999801516532898,1
654839267303276545,19,0,7.509178976761177e-05,1
654840295381536769,19,1,-0.0009409040794707835,1
654841032706760704,5,0,-1.281304230360547e-05,1
654844050059628544,19,7,0.9993236660957336,1
654844838727262208,19,19,0.9993024468421936,1
654845786887430144,19,0,-0.0006146071245893836,1
654846671575216128,17,4,0.515411376953125,1
654849416013205504,19,4,-0.0024532827083021402,1
654850076284690432,16,6,0.9999949932098389,1
654850706277552128,5,8,0.9999963045120239,1
654851144888549377,19,16,0.999055802822113,1
654855018097586176,19,7,0.999042809009552,1
654860575436988420,13,3,-0.00012988185335416347,1
654861709082042368,19,0,-0.00026082206750288606,1
654862003375206400,16,8,0.999996542930603,1
654863444240441344,8,0,-0.0005309482803568244,1
654863848097357824,5,19,0.9999800324440002,1
654864604556824576,19,5,0.9992504715919495,1
654865368884858880,19,14,0.9990756511688232,1
654866416131141632,19,2,-0.0006064385524950922,1
654867200545697792,13,3,-8.190355583792552e-05,1
654870563119198209,16,2,-4.508397250901908e-05,1
654870839297470464,19,2,-0.0004666149034164846,1
654876559451553792,16,15,0.9999863505363464,1
654877096498565120,19,13,0.998984158039093,1
654887496141160448,19,2,-0.0008393404423259199,1
654944246517075968,19,13,0.9990243911743164,1
654970166221082624,5,2,-1.5877320038271137e-05,1
654978670424162304,19,9,0.9990943670272827,1
654992176078716928,19,2,-0.0005258270539343357,1
655002621166637056,16,5,0.9999954700469971,1
655002706227142656,19,5,0.9995017647743225,1
